program,instruction,signature,err,slot,blocktime,fee,auth1,auth2,auth3,source,destination,misc1,misc2,misc3,uiamount
system,transfer,AztTNswuPuHi4Hz33Tupw95m1sYyLYDLmggwrFk9jqqGNzsfkDpwHWkFa6xy7Bx2XKNv1RT1Bx16tg2MtmUsdFC,null,202641702,1688156279,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,3hguxZYfup5CW4WWoxSsYDRpCGdNMSLCNmC11cxazqCK,,,,1
system,transfer,5mdDcmw9DaZNiy8cFWRC8smrGPfUrvaTNoqHCP3aKrUPjs9fCbYhXTd6jZDw1XxNqTkQ5U39dGMqpjaUsNeTNZYy,null,202530791,1688105435,0.000019,,,,ebRrKPo5qiEhysjfpPCSAx2HEYonHapNhRWXvnfhr36,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,5999.899981
system,transfer,kv9bLNDi1HY1vGj3LkKcWJcMW7kCvyvLfFAgJB1EkrZApN96t2ZA1b97B9x3ByvcMghZx7Ju3thqPJL5rrSQyr2,null,202564533,1688120444,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,82JueQCBuYqFqMhBwNHdiBxYQrfnfeJx2YLPitKVGkPp,,,,4
system,transfer,3ozHKS9aJGKVVUbgVHP59kYhBkLNZU2SuXBxx9AbFnCdRo973NrXYXr1zTErf4pVXjaxeBKM5nGwGtBCXNryGmvQ,null,202528944,1688104598,0.000019,,,,ebRrKPo5qiEhysjfpPCSAx2HEYonHapNhRWXvnfhr36,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,5030.326263465
system,transfer,47XujLrZARvUasWUsjBtCBr4ZU7C4c4VuWFk4s4Seutb4iqraYckqU4YVvaMZWzHTaK51prPpkPzAccfRoy5qaco,null,202576168,1688125596,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,BEHwNe2vtDeihwG1ZsJ31yePYU5QcSsiidHsyQE9qLyY,,,,1.102876384
system,transfer,2G6PKnYFYmDkezw5BiJYpbaeVmWY4JMzp6RjTd17P8mBR5JFvCEN3yjp8iYxdjKWUWHK7UasttfsK4fbaWkYk5F9,null,202488581,1688086272,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,100
system,transfer,2oCCSFuTySVmyeULoJGQB1RZbB1tATJQQZAEkqJfEW6nP2uGpvqJkwrk7hewpVMYZbXySnJnoAYquWQcDS2vVDWo,null,202483214,1688083824,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,109.97863665
system,transfer,hSpvP6wwAtbmGTMhxWMrqk6TEgbRnT2CLi2AWK4vYMHwtyWF9kwngpMVjfgPBvhZ3TF7ipEtRjnRgJVb6mkcmXd,null,202659376,1688164197,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,J2wo83LmQtarEdu8a5j9EtmNA1XZqbxJLPW9WtGgujmu,,,,25000
system,transfer,4i7EesyFsdi5YWqec1P4jsrzMxUG8qrHvPtsGNHVxLSehoGHXnXDrK7j4PagDhpLfzokcDfZf25mT3LdZFYYn1d2,null,202502067,1688092446,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,214.330429247
system,transfer,3arcCpL5tdwsJZ5SF6CGHfwkF5tsDTYFtGCUwiFqRaSNDxM8UnzdigBNkAbaTn9RSNMZtni5YyKC5U3w1puWmWXs,null,202617377,1688144916,0.000019,,,,6HP9gWqynCWTK5fYK6K3mYHD1nA1KouTxi6sDFh2btDo,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,9990.00062189
system,transfer,2B4ERvNwLvk6YQMQRyRXvPU85aNYJEVpTeXU9S5TN1D7tPPWcXvP93V7JofNKo23Y2xHfeDCEaBNkZmBqyXFM82M,null,202453114,1688070437,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,EnLAMQ46WuCxVK26ntx9gGE6ngUVRsQtGUmMqwsvbTQz,,,,50
system,transfer,3LfJdTyZgxoPirnoEMFnEXMt6MttMtW4AioZyCM4uBuuXQV94bLYbJbr3aqjh5WpyAbsjXHtGNQbEoFZLqyTcJzi,null,202452764,1688070272,0.000019,,,,2xxVcFFms9C3CVSKzEonc16amqxZ1zaqAvvdRsjxbH6j,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,0.05694483
system,transfer,2SGsJpFeAxB15SNNkbSUReHhPNkhtNg9QbNZNC4Fi9vDcmrkXPZWTN5NUbPFrEoxAHseMBShTSe4g4pGAyFFyg3u,null,202597774,1688135669,0.000019,,,,6eDALBUKfTKzqiZnVoTnwCFLc1K17UJdzkJTmURhqAkv,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,31488.815366744
system,transfer,4w7JEfDoFotYPnC7yNYAeTEDYU2YAyinBN1u5FMUp51W8ni4zgswDrixywypZo3pmngzxvzUyQDUxq3r8JNUuHce,null,202633108,1688152345,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,AGGUQJWbSmTt4fJMbK4PQXizFWxyv6gcvdqQWqtdqECD,,,,640
system,transfer,3SaA8Gy8xUTpp7odziRiZyF97E3ryvRg3JG818nsrvqhngpnD2g2fPi7qYLPuhEZHitc17R4jVEubKB5spbY6MCA,null,202415595,1688053604,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,F38RrVFr8rZcciftL9VuXy99PDCAgcMtrRfJZ7DRjkRK,,,,49
system,transfer,5NcHHpCnYTuKjeyZXajqgTUpD18JXFvRxVQLP4GKpH67xN2MCJt3ybEbfzJ4Cuw1Qc9ZHEXguz4eGmXGxZySssvQ,null,202467855,1688076997,0.000019,,,,6eDALBUKfTKzqiZnVoTnwCFLc1K17UJdzkJTmURhqAkv,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,0.999981
system,transfer,3bqacrQynwj8pdrtRQhwDiozMzwDGPiQShUHzZkGX3vhpE4E83359LgBuXiNVTdZrYyV9GDjdaUrNyBhssYZwaci,null,202640859,1688155893,0.000019,,,,6eDALBUKfTKzqiZnVoTnwCFLc1K17UJdzkJTmURhqAkv,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,16023.059401902
system,transfer,sZFaQtgacRteAxzwRFueBMs4xfEVDUoa8y6ufGqNtAmfXUVNPvGcFfkeCDRtun3g6Q5pMUWXRdTNvrFMqVmQ9zc,null,202411712,1688051873,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,K1c4Q9cH3cSfu64wCwLCuaaxmN54E2g2jPi3rQMj8re,,,,3480.82281727
system,transfer,3TEyZBVdDPrjZR8FkUSgGPLPnYvxAiD4eFrdVrG5uFsTTkz2YpsJgNRe3eDpeSrRERWzjYwpsXG6RRsy83Ga5TwD,null,202478680,1688081795,0.000019,,,,BZRBLauSnctGFGbFetwPi7zeJNRHinb94FDMWEdUcB4r,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,12.999981
system,transfer,2Gg8RZiSSnjh4WPFMvwyRbQyZWyVVrciv3Qswz99XqZjxu7pC7Y6dwbhujazesQ9bvFBTDJgjqE7k5kMQeEHCwDY,null,202305899,1688004403,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,300
system,transfer,4o8GNRXhpoBd7vwLMMRgmt2tUX4x81pfPftnf6LwoZpP31u2U4g4PEirXFoSWr8pXX77iWpCgRMoWbJERaeMT8nf,null,202487816,1688085935,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,400
system,transfer,2AUr6HKfx2aPAjELRV68H3Mgr59wgRk2zMSKs4m9mWtamHyceamSdXYHjKg7Ee35xrWkgTcVDDC5h88XuN9HHyZp,null,202370281,1688032752,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7Jn6K6Y9k3FZn9JST46Gudc6EQaVb42kGwJzkND8nWpf,,,,42715.99208
system,transfer,3LhYZYHmcXhHsc5zt6QmwVU2TYcvj62o98S1YtNqsjqKNyG9W9VovnsBHWxBjBBLRA4ENYqPppimiYwGCJBNSsbE,null,202288967,1687996952,0.000019,,,,HgpAek2qgkYebdcchRSBUPtRXtTpiZKaUQTTRp7KWo2b,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,134.460814514
system,transfer,4UdJB5Cwjv7BzCrj2sHwCva2NCDbSFtg8k1u8J8vrnFi93bgco5Q1MRsQBdmnveUTcPhr2MECjt9vivSG6bXCYcg,null,202593644,1688133637,0.000019,,,,6eDALBUKfTKzqiZnVoTnwCFLc1K17UJdzkJTmURhqAkv,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,0.999981
system,transfer,4HAec6QXPV2WjXCkGdJ83rpeQZvjEynzZG8nfmroUtKcSRiVnKv4cqvg4DH4Rjfg5oju6rfjs4ZLmwttGFqKPArP,null,202478680,1688081795,0.000019,,,,6KuDrMT5VD4AmnzHhwFfXLS3FErSSXbUkHp4pwcet7Mj,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,495.46863729
system,transfer,25qKWVFrhJzaqnu8udbje4Wz4pyiDBvXUoQFpAinhhfpuig6RPqq488uFR4eg21Ve5ZzBLzNxN1UUZDGd6sa9mYA,null,202470298,1688078071,0.000019,,,,6eDALBUKfTKzqiZnVoTnwCFLc1K17UJdzkJTmURhqAkv,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,40677.999981
system,transfer,3QBihizvwV38cJzQ94VVzmU9f3fS7zYN1e29b7Z8PXVLURrU1KBjsjpDgw8hGMPVVWwBYJj4NzXLkYEULM9hoZFd,null,202452552,1688070175,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7Jn6K6Y9k3FZn9JST46Gudc6EQaVb42kGwJzkND8nWpf,,,,7938.22455
system,transfer,4LkMYTaHgFXDsfoTpmBM54KkckYFSau1C45nX7KL3f3TkvJSPEBoBLWZ7fgCw4kftEVuFSUacHyPwoAe63Wsfnsp,null,202265914,1687986707,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9GMqeLBpr9AWXxJpUPTFzdpw6MYGcCq63gkPwykUyEU9,,,,38.679
system,transfer,2TnKVsJxZ9wrXf3iMFwsqcas3TV1f7FANCoEfcZdJxPnmDPMkZiG3uzzqqaHwbAaXCFgbtkVAv5aHvvfdZ8onNHg,null,202380496,1688037458,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7Jn6K6Y9k3FZn9JST46Gudc6EQaVb42kGwJzkND8nWpf,,,,29745.62169
system,transfer,b4Fn6LThaNtLXwxCDsj7kqAr1Q3SrS5hhyfvJy7TEAb3NZ4GkSbiCiwhbqeKCYDJSDPRHDoGGnvqz6tDKCkKXNr,null,202248972,1687978952,0.000019,,,,HzwdqYY5jfdee9JeGT6gKjKim27aS1Eawtw2QmB8RJHS,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,156.58243593
system,transfer,5dsCL8rPfNj2FtCcaYnNKuRLi6eCMecpezPM749DyidUkqahBUEkqpN1CBSAbnZqBV43JfuzokGGc6kdPX79xm7a,null,202252908,1687980753,0.000019,,,,2hbk7SJgNCCNhPzKVVPRKxv7V1FjMryfw3faYgs2yXVU,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,28918.408562437
system,transfer,3ZHiimmrr14Kcqz2NTUgv9o1JoUNbLBPe38Cuy6xqEQXq2JP6Ufg8mrvPn8M4ADjceNSauZn9Bf4mKArgXx4TFeK,null,202100851,1687912931,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,ByWmzy4Xb6MVpo3XRn8ZFcMEHh1bYMjndffZQHTW4Ets,,,,0.451674158
system,transfer,2Far1vaG5t4t58ja6FTeuFZ8kMxdZzMpFQa4HJJJP6KBxrUWGbiGVtyV2DL5CcNDKJxvHpt5YFGQmmfd9F9wR9L2,null,202098961,1687912062,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,900
system,transfer,3A5zd4jmMZXDUxjqmDqMVzuHezErVq9aZQTKFD4yF3swg7RGHhHoiWeJaqBnpMLncvDXjRop7ieJBQ3K814vuv4J,null,202230364,1687970580,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,AGGUQJWbSmTt4fJMbK4PQXizFWxyv6gcvdqQWqtdqECD,,,,721
system,transfer,2iAbH2WmCK4r8ASFeXis6jAVqvYpnpoE5JhT7mgGgwPJGMyHjsgT55Sstca4koUUXzN1kCcC7bMBJg9J25vMCCXJ,null,202409155,1688050717,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,AbdxrST5risqoSDB76Yk6cvGJRdrHrGXxUrZ4VxZHGZU,,,,938.6
system,transfer,QTT6qBapnKWj73owWCAfKE87P4sY6JjbpLEVyJBz4Hj8oeLFq3ejYM99vkuqwALAMGKwYNhkomy6U6fxuSfYRL5,null,202091821,1687908842,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,EVS6yFMD8c2bbtba6HsFgocqKCD9xa3RtKboFkd5YeFd,,,,292618.646611087
system,transfer,3mippEbNQNg6x7itALW5FqJ6syFEG7vVQdN6gm9GSTfNhzUeCphtCWFreTMgpmNELUm6fbTyv963djgzyrvi2HSC,null,202445725,1688067153,0.000019,,,,7bcbRCmVfqyb1YNkLMRXLjWMcDrjaGMwyY38LhrPp5V3,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,1983.999981
system,transfer,4utBahrLYr2W69apygnGuiXTusmnxYRhHTJZuMmdgiYAzUuvqMEvkwjRMzAmrjLLccb46HqncwKA5TGgH8WqruPr,null,202252908,1687980753,0.000019,,,,7CvbAjnfE22Ski55aXqbFa1iuEGXsbXp9rX3KxMV79a4,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,240497.787252896
system,transfer,4kK53VxY9VZUvh5tbfN9MP61R6ZCVWpqN5RMfWMgXj23pEKZnBzAXmR9vMNpYqFwkY4o4r9ofqDV9Q1hR9gHF3FA,null,202261366,1687984640,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,EVS6yFMD8c2bbtba6HsFgocqKCD9xa3RtKboFkd5YeFd,,,,250764.687050623
system,transfer,67iYW1N32NZjHBBtmpi764SaY72SzN2d11ECk6mZwrPgkLGVHkq49USijWELhZa3cMB2tdXW3rp4DLHhgKZ7ziTV,null,202273487,1687990059,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,F38RrVFr8rZcciftL9VuXy99PDCAgcMtrRfJZ7DRjkRK,,,,1
system,transfer,4uXSoLJDrS9qX7ScS6up5C3WKZkHKmy5RAqgBU9MXQpdYNPoRYwQNBVbYQ3DcvHCKKkRyM9LMmxGkEqenWNvDCLX,null,202261439,1687984672,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6xVkShvfk3bqW3duUbVpWBriSEzUk69Ct2Xn77fzFSN3,,,,27249.372515538
system,transfer,4qXWnY3Vk7PgeyJEbbbd6af6pxBRDYYGeXay9vaQJmPjNck8XtKifaHmES8exRSBGAyWfiVhJ67Gg1XxZCrFDzSy,null,202270032,1687988525,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,500
system,transfer,2S4MQSmXttV8tH9W55qvpaEnwkAziEJ43Hk1xbcpSfrpqkwViB2HrnA25bfDzicsmdizkt3fvyLY7TmTwC5n5iMD,null,202060023,1687894629,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,7Jn6K6Y9k3FZn9JST46Gudc6EQaVb42kGwJzkND8nWpf,,,,9119.89856
system,transfer,2cqvVQvQAZrNR94ocvMJCJQxkyBJA5aph2m7AYUjbjdeXXPNKR8wv9AkYc5FetsrhQmPcLNrAuoGSzcc2zPXajon,null,202042720,1687886767,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,GStAa414EjS9oe4jXqCMTEMz9QUQuiuqNw3WTB6MZRp4,,,,395.9
system,transfer,4GQ2UKvhNmNEPGRx5aeCaGTMCHvTsfZkwtU9BG3ePYygKHo6gLGg2H6deh4HRexHZMor6TtYjXjcbk5EdtmcPEQS,null,202223493,1687967551,0.000019,,,,GLZd6rtwhELGcwaGieALS8K3L7RU4uqzdmjeC4fjpJji,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,19783.58987996
system,transfer,4Gyd3xTceDdtVZPvWhCGTWZVteRoCyMinYLY7smSjHdDAzFVkohQ7PvkCKMG9vJYwK3mC35HygYS2e1krygRHeJY,null,202076749,1687902035,0.000019,,,,9XMWChkkdPBpwJJyF5wpWJJknbVnkW2ZmmcNNGs6FFTw,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,24076.099981
system,transfer,3Fdnpe58D5B9D7djSPgUqwAbfpENtWnrmiQE1Xkt2RbXJEMYha6DFKDnFPUWHLeciHbgyqbjADJ8iqj9XmK2cpWK,null,202028349,1687879954,0.000019,,,,5n59tvkQVTSQPnGpFUZwbgZEjG7Yw5BJiBp6SLZM33Rf,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,449.999981
system,transfer,55JAa7HToJM9thqYV7sXWBThsA6EnKZ6hxrsBnzZoKSfKqvkg2EXx6YMY3XnZoMsp2BVGcXw5vBbHUVWSJqv5MLz,null,202090297,1687908168,0.000019,,,,CFfPSudTFZsWF2TbhFWG7BPGUQVnLarEhbg7FsZE6b4K,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,916283.476668508
system,transfer,3e9Nntc8SZ7D2Twc6d4fRYgn5UhALMxe9WQxiRo2gSH7QLry1T5MWoihEwFtzouyyMfzu386LHtQQkdDEeW65S46,null,202044624,1687887658,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,GStAa414EjS9oe4jXqCMTEMz9QUQuiuqNw3WTB6MZRp4,,,,566
system,transfer,4sFehfmbm9K2ShAPyq2ZRPymGdt3iwb7aczDqBifspiMy196sLiAChdXPjrzWQK3QogcWEJRjoVG6f4Un23dHv8x,null,201876341,1687811964,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,9GMqeLBpr9AWXxJpUPTFzdpw6MYGcCq63gkPwykUyEU9,,,,84.834
system,transfer,CkS5CRw4EfHFk4yi8tqYYoB8K7S1GMUBa67RScKJAeyWrkp8T1mkJKzYqSvttWzxvNNMCpXKQM4c9Wg9g21wgpT,null,202091724,1687908801,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4WLGNMSaabTRZh9ycYLi2NZ8k7A7utBbNSweCp6Np7RC,,,,540812.88372846
system,transfer,3SuSNkaUrFZkSv7tqQZ5vhfgEDfTP2stJb8rzAWcucWL3UEXhj1tHCdouM15tSo2VoJvs7xy9Yi9BMJSGQMbPe3Q,null,202018275,1687875399,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,500
system,transfer,Hka9jUBVZTSg3Jt8DFDqEiwWX37Us11W1CrrQRQ2XtUehGKSSLMvJPBsmj9aJV8S2mVL2kYLUiFfhw6hqhqamS4,null,201803403,1687778549,0.000019,,,,Cq3aX1TX1X35eds6YW2yqSEgbKfjMttt5Qc4Hr6zeSfV,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,8326.658561
system,transfer,2EoDhTQYRgxtmNLrz1KifPi6ohjJnDshSar1fB5CKDRW3ftvfVfyH3zpQJjMkWYfoM4s94NPpnUvbhkychMmfbeh,null,201867359,1687807923,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,4WLGNMSaabTRZh9ycYLi2NZ8k7A7utBbNSweCp6Np7RC,,,,371477.756315854
system,transfer,jTXB57Qvd2cGHF87YVNmjX2zrxX8YMVfu8xEe1W7hAXJTyz5HhiGamF2tuVeRJJZ9a1zhd1w4HrbzAdrHB33KwQ,null,201865818,1687807205,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,FwqnvVsMQ9Txv9FWy23imxN2Rd6jL6WJcsGNDBgQvucR,,,,472700.348867601
system,transfer,3e96Y4fSJxi2koxfmqgqkCJfVhKbFsTSagcCwUgvDiWqRNWTU5cD9HQvzfx3tEUrMiF75nxyCwK1SVRUwBT31Hc1,null,201849287,1687799355,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,500
system,transfer,nbWa26oVHVxJk9MFyevnGT6swAhfwfg3mwgTAmdAFTyQc6Lu5g3FRfZZLmHYcmobUJUrpy9LKp7bfRWKsTWFUBu,null,201744976,1687752509,0.000019,,,,3djH5oiUukKouDYKDMiGx48uYeAggrugvq2zpcBbRdwj,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,24574.639981
system,transfer,5VrpjDQovXpgHZ99xY6re6MoHQdwbhgsZdGvqVy3Wu35sFE5AKzJoiAvuzw2LaEt7Yf3TPyC5dQMnujMfmCpk8Vf,null,202213416,1687963051,0.000019,,,,BoDk1BzkgfqM6P59LPmXZzA2HTa1tRRgJgSaLwzy9hJF,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,,,,92.99478252
system,transfer,32EFV8EDuQmmavBNgsytLeGcyi1LEr3fJD7D9QYKgdFwjQFeou4bFudd17sUHGQ5xKnJFCtXB92zFD1GVdFf6TVZ,null,201700030,1687732304,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,xm1ursxBojUDAfDyyfB5r85tABUmnMw4Jkzb6xrPLJR,,,,900
system,transfer,2GpMJQyWv8u3wY5Z5xJBK6hfvoPvA579hVJKESrhF6TSvtCAq4569TgcEXEzw5JAjVupgzVdnEYPCRLgJuoLTd2y,null,201867224,1687807861,0.000019,,,,3vxheE5C46XzK4XftziRhwAf8QAfipD7HXXWj25mgkom,6xVkShvfk3bqW3duUbVpWBriSEzUk69Ct2Xn77fzFSN3,,,,191496.998985564
